id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year
120,1/8/2019,7:51,Tuesday,SHEPPARD WEST STATION,SUSA,11,15,S,YU,5526,Sexual Assault,1,7,2019
121,1/8/2019,9:04,Tuesday,WOODBINE STATION,PUSTS,3,5,W,BD,5058,Signals - Train Stops,1,9,2019
122,1/8/2019,12:30,Tuesday,OSSINGTON STATION,MUTO,3,6,E,BD,5301,Misc. Transportation Other - Employee Non-Chargeable,1,12,2019
123,1/8/2019,14:21,Tuesday,ST CLAIR WEST STATION,TUS,5,10,N,YU,5501,Crew Unable to Maintain Schedule,1,14,2019
124,1/8/2019,15:23,Tuesday,UNION STATION,MUPAA,3,6,N,YU,5936,Passenger Assistance Alarm Activated - No Trouble Found,1,15,2019
125,1/8/2019,16:30,Tuesday,WELLESLEY STATION,MUPAA,7,9,S,YU,5726,Passenger Assistance Alarm Activated - No Trouble Found,1,16,2019
126,1/8/2019,16:47,Tuesday,SHERBOURNE STATION,MUI,12,14,W,BD,5181,Injured or ill Customer (On Train) - Transported,1,16,2019
127,1/8/2019,18:36,Tuesday,GREENWOOD STATION,MUD,4,7,W,BD,5205,Door Problems - Passenger Related,1,18,2019
128,1/8/2019,19:03,Tuesday,WILSON STATION,EUNT,5,7,S,YU,5556,Equipment - No Trouble Found,1,19,2019
129,1/8/2019,21:45,Tuesday,KING STATION,PUTIJ,5,8,S,YU,6071,Insulated Joint Related Problem,1,21,2019
130,1/9/2019,6:52,Wednesday,FINCH STATION,TUCC,7,9,S,YU,5696,Transit Control Related Problems,1,6,2019
131,1/9/2019,7:01,Wednesday,BLOOR STATION,MUTO,5,7,S,YU,5641,Misc. Transportation Other - Employee Non-Chargeable,1,7,2019
132,1/9/2019,7:11,Wednesday,KING STATION,PUTIJ,11,13,S,YU,5641,Insulated Joint Related Problem,1,7,2019
133,1/9/2019,7:44,Wednesday,SHEPPARD STATION,PUSRA,7,9,S,YU,5606,Subway Radio System Fault ,1,7,2019
134,1/9/2019,8:32,Wednesday,ISLINGTON STATION,TUSC,3,5,E,BD,5098,Operator Overspeeding,1,8,2019
135,1/9/2019,8:36,Wednesday,ST GEORGE YUS STATION,PUSRA,3,5,N,YU,5606,Subway Radio System Fault ,1,8,2019
136,1/9/2019,11:11,Wednesday,LAWRENCE WEST STATION,MUI,26,29,S,YU,5671,Injured or ill Customer (On Train) - Transported,1,11,2019
137,1/9/2019,13:12,Wednesday,KING STATION,PUTIJ,6,9,S,YU,5676,Insulated Joint Related Problem,1,13,2019
138,1/9/2019,13:17,Wednesday,KENNEDY BD STATION,EUBO,3,6,W,BD,5192,Body,1,13,2019
139,1/9/2019,16:10,Wednesday,GLENCAIRN STATION,EUDO,5,7,S,YU,5466,Door Problems - Faulty Equipment,1,16,2019
140,1/9/2019,19:29,Wednesday,MUSEUM STATION,MUI,11,14,S,YU,5571,Injured or ill Customer (On Train) - Transported,1,19,2019
141,1/9/2019,19:30,Wednesday,LAWRENCE STATION,SUDP,6,9,N,YU,5551,Disorderly Patron,1,19,2019
142,1/9/2019,19:44,Wednesday,BESSARION STATION,EUDO,6,11,W,SHP,6141,Door Problems - Faulty Equipment,1,19,2019
143,1/9/2019,20:04,Wednesday,BATHURST STATION,EUDO,4,7,W,BD,5025,Door Problems - Faulty Equipment,1,20,2019
144,1/9/2019,22:31,Wednesday,ROSEDALE STATION,MUIR,4,9,N,YU,5571,Injured or ill Customer (On Train) - Medical Aid Refused,1,22,2019
145,1/10/2019,5:53,Thursday,MCCOWAN STATION,ERDO,5,11,S,SRT,3008,Door Problems - Faulty Equipment,1,5,2019
146,1/10/2019,6:50,Thursday,FINCH STATION,MUIR,3,5,S,YU,6621,Injured or ill Customer (On Train) - Medical Aid Refused,1,6,2019
147,1/10/2019,7:00,Thursday,DUPONT STATION,TUCC,4,7,S,YU,5731,Transit Control Related Problems,1,7,2019
148,1/10/2019,8:24,Thursday,KENNEDY BD STATION,EUAC,3,5,W,BD,5233,Air Conditioning,1,8,2019
149,1/10/2019,8:27,Thursday,BLOOR STATION,TUO,4,6,S,YU,5766,Transportation Department - Other,1,8,2019
150,1/10/2019,8:45,Thursday,ST GEORGE BD STATION,EUDO,10,12,E,BD,5173,Door Problems - Faulty Equipment,1,8,2019
151,1/10/2019,8:57,Thursday,LAWRENCE STATION,SUDP,6,8,S,YU,6091,Disorderly Patron,1,8,2019
152,1/10/2019,9:20,Thursday,EGLINTON STATION,PUSCR,3,5,N,YU,5906,Subway Car Radio Fault ,1,9,2019
153,1/10/2019,9:21,Thursday,KENNEDY BD STATION,EUCD,3,5,W,BD,5094,Consequential Delay (2nd Delay Same Fault),1,9,2019
154,1/10/2019,9:29,Thursday,YORK MILLS STATION,MUI,5,7,N,YU,5511,Injured or ill Customer (On Train) - Transported,1,9,2019
155,1/10/2019,9:30,Thursday,EGLINTON STATION,MUI,3,5,S,YU,5836,Injured or ill Customer (On Train) - Transported,1,9,2019
156,1/10/2019,9:32,Thursday,VICTORIA PARK STATION,TUMVS,3,5,W,BD,5095,Operator Violated Signal,1,9,2019
157,1/10/2019,10:06,Thursday,SUMMERHILL STATION,MUI,9,12,N,YU,5441,Injured or ill Customer (On Train) - Transported,1,10,2019
158,1/10/2019,11:28,Thursday,DON MILLS STATION,TUMVS,3,9,E,SHP,6156,Operator Violated Signal,1,11,2019
159,1/10/2019,12:30,Thursday,MCCOWAN STATION,PRSW,8,14,S,SRT,3018,Switch Related,1,12,2019
160,1/10/2019,13:13,Thursday,DUNDAS WEST STATION,PUSTC,4,7,E,BD,5071,Signals - Track Circuit Problems,1,13,2019
161,1/10/2019,13:22,Thursday,GLENCAIRN STATION,SUDP,3,6,N,YU,5701,Disorderly Patron,1,13,2019
162,1/10/2019,13:49,Thursday,WELLESLEY STATION,MUIR,11,14,N,YU,6116,Injured or ill Customer (On Train) - Medical Aid Refused,1,13,2019
163,1/10/2019,14:58,Thursday,BAY STATION,PUTDN,4,6,W,BD,5224,#N/A,1,14,2019
164,1/10/2019,15:41,Thursday,DUPONT STATION,MUATC,4,7,N,YU,5466,ATC Project,1,15,2019
165,1/10/2019,16:06,Thursday,UNION STATION,MUIR,4,6,N,YU,5601,Injured or ill Customer (On Train) - Medical Aid Refused,1,16,2019
166,1/10/2019,19:32,Thursday,WARDEN STATION,MUPAA,6,9,W,BD,5062,Passenger Assistance Alarm Activated - No Trouble Found,1,19,2019
167,1/10/2019,20:50,Thursday,FINCH STATION,EUBO,3,6,S,YU,5536,Body,1,20,2019
168,1/10/2019,21:28,Thursday,HIGH PARK STATION,MUSAN,16,20,E,BD,5140,Unsanitary Vehicle,1,21,2019
169,1/10/2019,22:20,Thursday,KIPLING STATION,EUDO,5,10,E,BD,5251,Door Problems - Faulty Equipment,1,22,2019
170,1/11/2019,2:11,Friday,EGLINTON WEST STATION,MUATC,5,10,N,YU,5806,ATC Project,1,2,2019
171,1/11/2019,6:02,Friday,VAUGHAN MC STATION,MUATC,3,7,S,YU,5406,ATC Project,1,6,2019
172,1/11/2019,6:49,Friday,ST CLAIR STATION,MUDD,3,7,S,YU,5741,Door Problems - Debris Related,1,6,2019
173,1/11/2019,7:54,Friday,KIPLING STATION,PUTO,3,5,W,BD,5353,T&S Other,1,7,2019
174,1/11/2019,8:51,Friday,DOWNSVIEW PARK STATION,EUTM,4,8,S,YU,5646,Traction Motors,1,8,2019
175,1/11/2019,9:19,Friday,COXWELL STATION,PUSRA,3,5,W,BD,5103,Subway Radio System Fault ,1,9,2019
176,1/11/2019,9:47,Friday,NORTH YORK CTR STATION,MUSAN,6,8,S,YU,5866,Unsanitary Vehicle,1,9,2019
177,1/11/2019,12:28,Friday,SHEPPARD WEST STATION,EUNT,3,6,S,YU,6076,Equipment - No Trouble Found,1,12,2019
178,1/11/2019,13:38,Friday,NORTH YORK CTR STATION,EUDO,5,8,N,YU,5796,Door Problems - Faulty Equipment,1,13,2019
179,1/11/2019,15:37,Friday,WILSON STATION,TUNIP,6,8,S,YU,5996,Operator Not In Position,1,15,2019
180,1/11/2019,15:52,Friday,VICTORIA PARK STATION,SUAP,5,7,E,BD,5305,Assault / Patron Involved,1,15,2019
181,1/11/2019,16:07,Friday,YONGE BD STATION,MUI,4,6,E,BD,5140,Injured or ill Customer (On Train) - Transported,1,16,2019
182,1/11/2019,16:27,Friday,WILSON STATION,PUSAC,3,5,S,YU,5386,Signals Axle Counter Block Failure,1,16,2019
183,1/11/2019,16:40,Friday,BLOOR STATION,EUDO,8,10,S,YU,5866,Door Problems - Faulty Equipment,1,16,2019
184,1/11/2019,16:44,Friday,DUPONT STATION,MUSC,3,5,S,YU,5386,Miscellaneous Speed Control,1,16,2019
185,1/11/2019,17:20,Friday,ST GEORGE YUS STATION,EUNT,5,7,S,YU,5746,Equipment - No Trouble Found,1,17,2019
186,1/11/2019,19:02,Friday,VICTORIA PARK STATION,MUIR,4,6,W,BD,5366,Injured or ill Customer (On Train) - Medical Aid Refused,1,19,2019
187,1/11/2019,23:31,Friday,UNION STATION,PUSTS,6,11,N,YU,5566,Signals - Train Stops,1,23,2019
188,1/12/2019,1:31,Saturday,DON MILLS STATION,SUROB,9,14,E,SHP,6181,Robbery,1,1,2019
189,1/12/2019,1:56,Saturday,ISLINGTON STATION,MUIR,9,14,E,BD,5022,Injured or ill Customer (On Train) - Medical Aid Refused,1,1,2019
190,1/12/2019,5:58,Saturday,GREENWOOD STATION,EUSC,3,8,E,BD,5098,Speed Control Equipment  ,1,5,2019
191,1/12/2019,10:10,Saturday,SUMMERHILL STATION,SUO,3,5,S,YU,5576,Passenger Other,1,10,2019
192,1/12/2019,12:47,Saturday,LAWRENCE STATION,SUBT,31,34,N,YU,5626,Bomb Threat,1,12,2019
193,1/12/2019,12:49,Saturday,ROYAL YORK STATION,MUDD,8,12,W,BD,5069,Door Problems - Debris Related,1,12,2019
194,1/12/2019,14:08,Saturday,COLLEGE STATION,MUPAA,3,6,S,YU,5786,Passenger Assistance Alarm Activated - No Trouble Found,1,14,2019
195,1/12/2019,15:12,Saturday,SHEPPARD STATION,TUOS,3,6,S,YU,6101,Operator Overshot Platform,1,15,2019
196,1/12/2019,15:42,Saturday,LAWRENCE WEST STATION,MUATC,3,7,N,YU,5666,ATC Project,1,15,2019
197,1/12/2019,16:14,Saturday,COLLEGE STATION,MUPAA,3,6,N,YU,5821,Passenger Assistance Alarm Activated - No Trouble Found,1,16,2019
198,1/12/2019,16:38,Saturday,KEELE STATION,MUIR,4,8,E,BD,5128,Injured or ill Customer (On Train) - Medical Aid Refused,1,16,2019
199,1/12/2019,19:11,Saturday,SHEPPARD WEST STATION,TUNIP,7,10,N,YU,5701,Operator Not In Position,1,19,2019
200,1/12/2019,22:00,Saturday,GLENCAIRN STATION,TUATC,5,10,N,YU,5471,ATC Operator Related,1,22,2019
201,1/12/2019,22:05,Saturday,KEELE STATION,PUSNT,3,10,E,BD,5286,Signal Problem - No Trouble,1,22,2019
202,1/13/2019,0:13,Sunday,ST CLAIR WEST STATION,MUATC,5,10,N,YU,6056,ATC Project,1,0,2019
203,1/13/2019,0:33,Sunday,VAUGHAN MC STATION,MUATC,5,10,N,YU,6111,ATC Project,1,0,2019
204,1/13/2019,7:39,Sunday,WILSON STATION,PUTWZ,48,53,S,YU,5481,Work Zone Problems - Track,1,7,2019
205,1/13/2019,7:43,Sunday,SHEPPARD WEST STATION,PUTWZ,38,43,N,YU,5466,Work Zone Problems - Track,1,7,2019
206,1/13/2019,7:50,Sunday,VAUGHAN MC STATION,PUTWZ,16,21,S,YU,5461,Work Zone Problems - Track,1,7,2019
207,1/13/2019,8:14,Sunday,KIPLING STATION,TUCC,5,10,E,BD,5045,Transit Control Related Problems,1,8,2019
208,1/13/2019,8:20,Sunday,ST CLAIR WEST STATION,PUTWZ,13,18,N,YU,5486,Work Zone Problems - Track,1,8,2019
209,1/13/2019,10:55,Sunday,KING STATION,SUDP,8,13,N,YU,6106,Disorderly Patron,1,10,2019
