,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year,Time,Time_group
41,42,1/2/2019,19:06,Wednesday,YORK MILLS STATION,MUI,9,11,N,YU,6001,Injured or ill Customer (On Train) - Transported,1,19,2019,19,d
42,43,1/2/2019,19:33,Wednesday,DUPONT STATION,MUSC,3,6,S,YU,5806,Miscellaneous Speed Control,1,19,2019,19,d
43,44,1/2/2019,19:39,Wednesday,FINCH STATION,PUTD,21,23,N,YU,5506,Track Level Debris - Controllable,1,19,2019,19,d
44,45,1/2/2019,20:37,Wednesday,QUEEN'S PARK STATION,MUPAA,4,7,N,YU,5701,Passenger Assistance Alarm Activated - No Trouble Found,1,20,2019,20,e
45,46,1/2/2019,20:42,Wednesday,LAWRENCE STATION,PUSTS,3,5,S,YU,5676,Signals - Train Stops,1,20,2019,20,e
46,47,1/2/2019,21:27,Wednesday,SPADINA YUS STATION,PUTIJ,3,6,N,YU,5586,Insulated Joint Related Problem,1,21,2019,21,e
47,48,1/2/2019,22:36,Wednesday,ST CLAIR WEST STATION,SUDP,5,10,S,YU,5481,Disorderly Patron,1,22,2019,22,e
48,49,1/2/2019,22:47,Wednesday,SPADINA YUS STATION,PUTIJ,3,7,N,YU,5451,Insulated Joint Related Problem,1,22,2019,22,e
50,51,1/3/2019,5:37,Thursday,ST GEORGE YUS STATION,MUCL,3,6,S,YU,5906,Divisional Clerk Related,1,5,2019,29,f
51,52,1/3/2019,6:29,Thursday,ST GEORGE BD STATION,PUTIJ,7,12,N,YU,5486,Insulated Joint Related Problem,1,6,2019,6,a
52,53,1/3/2019,6:42,Thursday,FINCH STATION,MUTO,4,6,S,YU,5886,Misc. Transportation Other - Employee Non-Chargeable,1,6,2019,6,a
55,56,1/3/2019,10:43,Thursday,UNION STATION,EUTRD,4,7,N,YU,5761,TR Cab Doors,1,10,2019,10,c
57,58,1/3/2019,16:26,Thursday,BLOOR STATION,MUIR,3,6,S,YU,5826,Injured or ill Customer (On Train) - Medical Aid Refused,1,16,2019,16,c
58,59,1/3/2019,16:26,Thursday,UNION STATION,MUSC,3,6,N,YU,6021,Miscellaneous Speed Control,1,16,2019,16,c
59,60,1/3/2019,16:57,Thursday,FINCH STATION,TUO,6,8,S,YU,5951,Transportation Department - Other,1,16,2019,16,c
60,61,1/4/2019,0:13,Friday,GLENCAIRN STATION,MUPR1,120,123,N,YU,5881,Priority One - Train in Contact With Person,1,0,2019,24,e
61,62,1/4/2019,1:14,Friday,FINCH STATION,MUIR,5,10,S,YU,5926,Injured or ill Customer (On Train) - Medical Aid Refused,1,1,2019,25,e
63,64,1/4/2019,5:44,Friday,FINCH STATION,SUG,4,8,S,YU,5796,Graffiti / Scratchiti,1,5,2019,29,f
67,68,1/4/2019,10:55,Friday,YORKDALE STATION,TUO,4,8,S,YU,5986,Transportation Department - Other,1,10,2019,10,c
68,69,1/4/2019,11:20,Friday,QUEEN STATION,MUIS,9,12,N,YU,6101,Injured or ill Customer (In Station) - Transported,1,11,2019,11,c
70,71,1/4/2019,15:20,Friday,BLOOR STATION,SUDP,5,8,N,YU,6051,Disorderly Patron,1,15,2019,15,c
72,73,1/4/2019,17:52,Friday,DUPONT STATION,MUPAA,3,5,S,YU,5956,Passenger Assistance Alarm Activated - No Trouble Found,1,17,2019,17,d
73,74,1/4/2019,18:15,Friday,SHEPPARD STATION,TUO,3,5,S,YU,5736,Transportation Department - Other,1,18,2019,18,d
74,75,1/4/2019,19:05,Friday,NORTH YORK CTR STATION,MUIR,5,7,N,YU,5556,Injured or ill Customer (On Train) - Medical Aid Refused,1,19,2019,19,d
75,76,1/4/2019,19:33,Friday,ROSEDALE STATION,MUI,13,16,S,YU,5651,Injured or ill Customer (On Train) - Transported,1,19,2019,19,d
76,77,1/4/2019,22:16,Friday,QUEEN STATION,MUPAA,4,9,S,YU,5836,Passenger Assistance Alarm Activated - No Trouble Found,1,22,2019,22,e
78,79,1/5/2019,6:00,Saturday,DAVISVILLE STATION,EUBO,5,10,N,YU,5986,Body,1,6,2019,6,a
80,81,1/5/2019,14:39,Saturday,SHEPPARD WEST STATION,TUNIP,3,6,N,YU,5551,Operator Not In Position,1,14,2019,14,c
81,82,1/5/2019,16:00,Saturday,DUPONT STATION,TUATC,11,14,N,YU,5841,ATC Operator Related,1,16,2019,16,c
83,84,1/5/2019,20:52,Saturday,WILSON STATION,SUDP,5,10,S,YU,5756,Disorderly Patron,1,20,2019,20,e
85,86,1/6/2019,7:58,Sunday,DAVISVILLE STATION,MUCL,5,10,S,YU,5596,Divisional Clerk Related,1,7,2019,7,b
88,89,1/6/2019,9:50,Sunday,LAWRENCE STATION,MUI,18,23,S,YU,5491,Injured or ill Customer (On Train) - Transported,1,9,2019,9,b
90,91,1/6/2019,14:58,Sunday,DAVISVILLE STATION,SUDP,3,7,S,YU,5606,Disorderly Patron,1,14,2019,14,c
92,93,1/6/2019,23:34,Sunday,FINCH STATION,MUIR,5,10,N,YU,5781,Injured or ill Customer (On Train) - Medical Aid Refused,1,23,2019,23,e
97,98,1/7/2019,9:08,Monday,WELLESLEY STATION,MUIR,5,7,S,YU,6081,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2019,9,b
98,99,1/7/2019,11:51,Monday,SHEPPARD WEST STATION,TUNIP,3,6,N,YU,5931,Operator Not In Position,1,11,2019,11,c
100,101,1/7/2019,15:21,Monday,EGLINTON STATION,MUTO,4,7,S,YU,5516,Misc. Transportation Other - Employee Non-Chargeable,1,15,2019,15,c
101,102,1/7/2019,15:22,Monday,GLENCAIRN STATION,MUATC,5,8,S,YU,6131,ATC Project,1,15,2019,15,c
102,103,1/7/2019,16:17,Monday,SHEPPARD WEST STATION,MUIR,5,7,S,YU,6101,Injured or ill Customer (On Train) - Medical Aid Refused,1,16,2019,16,c
103,104,1/7/2019,16:42,Monday,SHEPPARD WEST STATION,MUI,3,5,S,YU,5516,Injured or ill Customer (On Train) - Transported,1,16,2019,16,c
104,105,1/7/2019,17:00,Monday,VAUGHAN MC STATION,TUNIP,3,5,S,YU,5736,Operator Not In Position,1,17,2019,17,d
106,107,1/7/2019,17:13,Monday,SPADINA YUS STATION,MUI,8,10,S,YU,5601,Injured or ill Customer (On Train) - Transported,1,17,2019,17,d
110,111,1/7/2019,20:10,Monday,EGLINTON STATION,MUPLB,8,0,S,YU,5821,Fire/Smoke Plan B - Source TTC,1,20,2019,20,e
111,112,1/7/2019,20:34,Monday,YORK MILLS STATION,MUPAA,3,6,S,YU,5926,Passenger Assistance Alarm Activated - No Trouble Found,1,20,2019,20,e
114,115,1/8/2019,6:21,Tuesday,DUPONT STATION,TUATC,3,7,N,YU,5976,ATC Operator Related,1,6,2019,6,a
115,116,1/8/2019,6:29,Tuesday,LAWRENCE WEST STATION,TUATC,3,7,N,YU,5891,ATC Operator Related,1,6,2019,6,a
116,117,1/8/2019,7:19,Tuesday,WILSON STATION,TUATC,3,5,S,YU,5961,ATC Operator Related,1,7,2019,7,b
118,119,1/8/2019,7:39,Tuesday,WILSON STATION,EUCD,3,5,S,YU,5671,Consequential Delay (2nd Delay Same Fault),1,7,2019,7,b
119,120,1/8/2019,7:51,Tuesday,SHEPPARD WEST STATION,SUSA,11,15,S,YU,5526,Sexual Assault,1,7,2019,7,b
122,123,1/8/2019,14:21,Tuesday,ST CLAIR WEST STATION,TUS,5,10,N,YU,5501,Crew Unable to Maintain Schedule,1,14,2019,14,c
123,124,1/8/2019,15:23,Tuesday,UNION STATION,MUPAA,3,6,N,YU,5936,Passenger Assistance Alarm Activated - No Trouble Found,1,15,2019,15,c
124,125,1/8/2019,16:30,Tuesday,WELLESLEY STATION,MUPAA,7,9,S,YU,5726,Passenger Assistance Alarm Activated - No Trouble Found,1,16,2019,16,c
127,128,1/8/2019,19:03,Tuesday,WILSON STATION,EUNT,5,7,S,YU,5556,Equipment - No Trouble Found,1,19,2019,19,d
128,129,1/8/2019,21:45,Tuesday,KING STATION,PUTIJ,5,8,S,YU,6071,Insulated Joint Related Problem,1,21,2019,21,e
129,130,1/9/2019,6:52,Wednesday,FINCH STATION,TUCC,7,9,S,YU,5696,Transit Control Related Problems,1,6,2019,6,a
130,131,1/9/2019,7:01,Wednesday,BLOOR STATION,MUTO,5,7,S,YU,5641,Misc. Transportation Other - Employee Non-Chargeable,1,7,2019,7,b
131,132,1/9/2019,7:11,Wednesday,KING STATION,PUTIJ,11,13,S,YU,5641,Insulated Joint Related Problem,1,7,2019,7,b
132,133,1/9/2019,7:44,Wednesday,SHEPPARD STATION,PUSRA,7,9,S,YU,5606,Subway Radio System Fault ,1,7,2019,7,b
134,135,1/9/2019,8:36,Wednesday,ST GEORGE YUS STATION,PUSRA,3,5,N,YU,5606,Subway Radio System Fault ,1,8,2019,8,b
135,136,1/9/2019,11:11,Wednesday,LAWRENCE WEST STATION,MUI,26,29,S,YU,5671,Injured or ill Customer (On Train) - Transported,1,11,2019,11,c
136,137,1/9/2019,13:12,Wednesday,KING STATION,PUTIJ,6,9,S,YU,5676,Insulated Joint Related Problem,1,13,2019,13,c
138,139,1/9/2019,16:10,Wednesday,GLENCAIRN STATION,EUDO,5,7,S,YU,5466,Door Problems - Faulty Equipment,1,16,2019,16,c
139,140,1/9/2019,19:29,Wednesday,MUSEUM STATION,MUI,11,14,S,YU,5571,Injured or ill Customer (On Train) - Transported,1,19,2019,19,d
140,141,1/9/2019,19:30,Wednesday,LAWRENCE STATION,SUDP,6,9,N,YU,5551,Disorderly Patron,1,19,2019,19,d
143,144,1/9/2019,22:31,Wednesday,ROSEDALE STATION,MUIR,4,9,N,YU,5571,Injured or ill Customer (On Train) - Medical Aid Refused,1,22,2019,22,e
145,146,1/10/2019,6:50,Thursday,FINCH STATION,MUIR,3,5,S,YU,6621,Injured or ill Customer (On Train) - Medical Aid Refused,1,6,2019,6,a
146,147,1/10/2019,7:00,Thursday,DUPONT STATION,TUCC,4,7,S,YU,5731,Transit Control Related Problems,1,7,2019,7,b
148,149,1/10/2019,8:27,Thursday,BLOOR STATION,TUO,4,6,S,YU,5766,Transportation Department - Other,1,8,2019,8,b
150,151,1/10/2019,8:57,Thursday,LAWRENCE STATION,SUDP,6,8,S,YU,6091,Disorderly Patron,1,8,2019,8,b
151,152,1/10/2019,9:20,Thursday,EGLINTON STATION,PUSCR,3,5,N,YU,5906,Subway Car Radio Fault ,1,9,2019,9,b
153,154,1/10/2019,9:29,Thursday,YORK MILLS STATION,MUI,5,7,N,YU,5511,Injured or ill Customer (On Train) - Transported,1,9,2019,9,b
154,155,1/10/2019,9:30,Thursday,EGLINTON STATION,MUI,3,5,S,YU,5836,Injured or ill Customer (On Train) - Transported,1,9,2019,9,b
156,157,1/10/2019,10:06,Thursday,SUMMERHILL STATION,MUI,9,12,N,YU,5441,Injured or ill Customer (On Train) - Transported,1,10,2019,10,c
160,161,1/10/2019,13:22,Thursday,GLENCAIRN STATION,SUDP,3,6,N,YU,5701,Disorderly Patron,1,13,2019,13,c
161,162,1/10/2019,13:49,Thursday,WELLESLEY STATION,MUIR,11,14,N,YU,6116,Injured or ill Customer (On Train) - Medical Aid Refused,1,13,2019,13,c
163,164,1/10/2019,15:41,Thursday,DUPONT STATION,MUATC,4,7,N,YU,5466,ATC Project,1,15,2019,15,c
164,165,1/10/2019,16:06,Thursday,UNION STATION,MUIR,4,6,N,YU,5601,Injured or ill Customer (On Train) - Medical Aid Refused,1,16,2019,16,c
166,167,1/10/2019,20:50,Thursday,FINCH STATION,EUBO,3,6,S,YU,5536,Body,1,20,2019,20,e
169,170,1/11/2019,2:11,Friday,EGLINTON WEST STATION,MUATC,5,10,N,YU,5806,ATC Project,1,2,2019,26,f
170,171,1/11/2019,6:02,Friday,VAUGHAN MC STATION,MUATC,3,7,S,YU,5406,ATC Project,1,6,2019,6,a
171,172,1/11/2019,6:49,Friday,ST CLAIR STATION,MUDD,3,7,S,YU,5741,Door Problems - Debris Related,1,6,2019,6,a
173,174,1/11/2019,8:51,Friday,DOWNSVIEW PARK STATION,EUTM,4,8,S,YU,5646,Traction Motors,1,8,2019,8,b
175,176,1/11/2019,9:47,Friday,NORTH YORK CTR STATION,MUSAN,6,8,S,YU,5866,Unsanitary Vehicle,1,9,2019,9,b
176,177,1/11/2019,12:28,Friday,SHEPPARD WEST STATION,EUNT,3,6,S,YU,6076,Equipment - No Trouble Found,1,12,2019,12,c
177,178,1/11/2019,13:38,Friday,NORTH YORK CTR STATION,EUDO,5,8,N,YU,5796,Door Problems - Faulty Equipment,1,13,2019,13,c
178,179,1/11/2019,15:37,Friday,WILSON STATION,TUNIP,6,8,S,YU,5996,Operator Not In Position,1,15,2019,15,c
181,182,1/11/2019,16:27,Friday,WILSON STATION,PUSAC,3,5,S,YU,5386,Signals Axle Counter Block Failure,1,16,2019,16,c
182,183,1/11/2019,16:40,Friday,BLOOR STATION,EUDO,8,10,S,YU,5866,Door Problems - Faulty Equipment,1,16,2019,16,c
183,184,1/11/2019,16:44,Friday,DUPONT STATION,MUSC,3,5,S,YU,5386,Miscellaneous Speed Control,1,16,2019,16,c
184,185,1/11/2019,17:20,Friday,ST GEORGE YUS STATION,EUNT,5,7,S,YU,5746,Equipment - No Trouble Found,1,17,2019,17,d
186,187,1/11/2019,23:31,Friday,UNION STATION,PUSTS,6,11,N,YU,5566,Signals - Train Stops,1,23,2019,23,e
190,191,1/12/2019,10:10,Saturday,SUMMERHILL STATION,SUO,3,5,S,YU,5576,Passenger Other,1,10,2019,10,c
191,192,1/12/2019,12:47,Saturday,LAWRENCE STATION,SUBT,31,34,N,YU,5626,Bomb Threat,1,12,2019,12,c
193,194,1/12/2019,14:08,Saturday,COLLEGE STATION,MUPAA,3,6,S,YU,5786,Passenger Assistance Alarm Activated - No Trouble Found,1,14,2019,14,c
194,195,1/12/2019,15:12,Saturday,SHEPPARD STATION,TUOS,3,6,S,YU,6101,Operator Overshot Platform,1,15,2019,15,c
195,196,1/12/2019,15:42,Saturday,LAWRENCE WEST STATION,MUATC,3,7,N,YU,5666,ATC Project,1,15,2019,15,c
196,197,1/12/2019,16:14,Saturday,COLLEGE STATION,MUPAA,3,6,N,YU,5821,Passenger Assistance Alarm Activated - No Trouble Found,1,16,2019,16,c
198,199,1/12/2019,19:11,Saturday,SHEPPARD WEST STATION,TUNIP,7,10,N,YU,5701,Operator Not In Position,1,19,2019,19,d
199,200,1/12/2019,22:00,Saturday,GLENCAIRN STATION,TUATC,5,10,N,YU,5471,ATC Operator Related,1,22,2019,22,e
201,202,1/13/2019,0:13,Sunday,ST CLAIR WEST STATION,MUATC,5,10,N,YU,6056,ATC Project,1,0,2019,24,e
202,203,1/13/2019,0:33,Sunday,VAUGHAN MC STATION,MUATC,5,10,N,YU,6111,ATC Project,1,0,2019,24,e
203,204,1/13/2019,7:39,Sunday,WILSON STATION,PUTWZ,48,53,S,YU,5481,Work Zone Problems - Track,1,7,2019,7,b
204,205,1/13/2019,7:43,Sunday,SHEPPARD WEST STATION,PUTWZ,38,43,N,YU,5466,Work Zone Problems - Track,1,7,2019,7,b
205,206,1/13/2019,7:50,Sunday,VAUGHAN MC STATION,PUTWZ,16,21,S,YU,5461,Work Zone Problems - Track,1,7,2019,7,b
207,208,1/13/2019,8:20,Sunday,ST CLAIR WEST STATION,PUTWZ,13,18,N,YU,5486,Work Zone Problems - Track,1,8,2019,8,b
208,209,1/13/2019,10:55,Sunday,KING STATION,SUDP,8,13,N,YU,6106,Disorderly Patron,1,10,2019,10,c
209,210,1/13/2019,11:22,Sunday,FINCH STATION,PUSTS,5,10,S,YU,6036,Signals - Train Stops,1,11,2019,11,c
210,211,1/13/2019,11:32,Sunday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5591,No Operator Immediately Available - Not E.S.A. Related ,1,11,2019,11,c
214,215,1/13/2019,15:09,Sunday,SHEPPARD WEST STATION,MUSAN,4,8,N,YU,5941,Unsanitary Vehicle,1,15,2019,15,c
215,216,1/13/2019,16:14,Sunday,WELLESLEY STATION,SUDP,7,11,S,YU,6036,Disorderly Patron,1,16,2019,16,c
216,217,1/13/2019,16:24,Sunday,YORK UNIVERSITY STATIO,MUDD,8,12,S,YU,5951,Door Problems - Debris Related,1,16,2019,16,c
218,219,1/13/2019,16:40,Sunday,UNION STATION,MUI,5,9,S,YU,5926,Injured or ill Customer (On Train) - Transported,1,16,2019,16,c
220,221,1/13/2019,22:34,Sunday,FINCH STATION,TUNIP,3,8,S,YU,5506,Operator Not In Position,1,22,2019,22,e
222,223,1/14/2019,6:21,Monday,SHEPPARD WEST STATION,TUATC,14,18,N,YU,5656,ATC Operator Related,1,6,2019,6,a
225,226,1/14/2019,8:36,Monday,OSGOODE STATION,MUIR,5,7,S,YU,5571,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
226,227,1/14/2019,8:56,Monday,MUSEUM STATION,MUIR,3,5,S,YU,5836,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
227,228,1/14/2019,8:58,Monday,COLLEGE STATION,MUDD,4,6,S,YU,5621,Door Problems - Debris Related,1,8,2019,8,b
228,229,1/14/2019,9:05,Monday,DUPONT STATION,MUATC,5,7,N,YU,5656,ATC Project,1,9,2019,9,b
230,231,1/14/2019,16:48,Monday,EGLINTON WEST STATION,SUUT,22,24,N,YU,5981,Unauthorized at Track Level,1,16,2019,16,c
233,234,1/14/2019,20:27,Monday,FINCH STATION,SUDP,3,6,N,YU,5941,Disorderly Patron,1,20,2019,20,e
235,236,1/14/2019,23:21,Monday,EGLINTON STATION,SUDP,6,11,N,YU,5791,Disorderly Patron,1,23,2019,23,e
237,238,1/15/2019,1:18,Tuesday,BLOOR STATION,SUDP,3,8,S,YU,5666,Disorderly Patron,1,1,2019,25,e
238,239,1/15/2019,5:50,Tuesday,SHEPPARD STATION,TUNIP,3,5,S,YU,5942,Operator Not In Position,1,5,2019,29,f
240,241,1/15/2019,8:22,Tuesday,EGLINTON WEST STATION,MUI,14,16,S,YU,5921,Injured or ill Customer (On Train) - Transported,1,8,2019,8,b
244,245,1/15/2019,14:38,Tuesday,DUNDAS STATION,SUDP,3,6,N,YU,5606,Disorderly Patron,1,14,2019,14,c
249,250,1/15/2019,16:18,Tuesday,YORK UNIVERSITY STATIO,PUATC,4,9,S,YU,5791,ATC Signals Other,1,16,2019,16,c
251,252,1/15/2019,18:12,Tuesday,DUPONT STATION,TUO,4,6,S,YU,5416,Transportation Department - Other,1,18,2019,18,d
252,253,1/15/2019,19:13,Tuesday,DAVISVILLE STATION,SUAP,5,7,S,YU,5571,Assault / Patron Involved,1,19,2019,19,d
257,258,1/15/2019,22:34,Tuesday,WILSON STATION,MUIR,6,9,N,YU,6061,Injured or ill Customer (On Train) - Medical Aid Refused,1,22,2019,22,e
258,259,1/15/2019,23:14,Tuesday,VAUGHAN MC STATION,SUO,5,10,N,YU,0,Passenger Other,1,23,2019,23,e
261,262,1/16/2019,8:14,Wednesday,MUSEUM STATION,MUIR,3,5,N,YU,5841,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
262,263,1/16/2019,8:32,Wednesday,BLOOR STATION,MUIR,3,5,N,YU,5486,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
263,264,1/16/2019,8:40,Wednesday,SPADINA YUS STATION,EUNT,5,7,N,YU,5411,Equipment - No Trouble Found,1,8,2019,8,b
264,265,1/16/2019,9:00,Wednesday,DUPONT STATION,MUATC,4,6,N,YU,5656,ATC Project,1,9,2019,9,b
266,267,1/16/2019,10:05,Wednesday,DAVISVILLE STATION,SUDP,3,5,N,YU,5791,Disorderly Patron,1,10,2019,10,c
267,268,1/16/2019,10:35,Wednesday,VAUGHAN MC STATION,TUO,10,13,S,YU,5481,Transportation Department - Other,1,10,2019,10,c
268,269,1/16/2019,13:35,Wednesday,BLOOR STATION,SUDP,3,6,N,YU,6071,Disorderly Patron,1,13,2019,13,c
269,270,1/16/2019,14:42,Wednesday,LAWRENCE WEST STATION,EUNT,3,6,S,YU,5466,Equipment - No Trouble Found,1,14,2019,14,c
271,272,1/16/2019,15:19,Wednesday,UNION STATION,MUIR,3,6,S,YU,5786,Injured or ill Customer (On Train) - Medical Aid Refused,1,15,2019,15,c
273,274,1/16/2019,16:02,Wednesday,DAVISVILLE STATION,TUNOA,3,5,S,YU,6011,No Operator Immediately Available ,1,16,2019,16,c
274,275,1/16/2019,18:11,Wednesday,DUPONT STATION,TUATC,4,6,N,YU,5656,ATC Operator Related,1,18,2019,18,d
275,276,1/16/2019,18:26,Wednesday,GLENCAIRN STATION,MUATC,3,5,N,YU,5656,ATC Project,1,18,2019,18,d
276,277,1/16/2019,18:26,Wednesday,WILSON STATION,MUDD,4,6,S,YU,5436,Door Problems - Debris Related,1,18,2019,18,d
278,279,1/16/2019,21:31,Wednesday,SHEPPARD WEST STATION,TUO,4,7,N,YU,5891,Transportation Department - Other,1,21,2019,21,e
282,283,1/17/2019,7:47,Thursday,QUEEN'S PARK STATION,TUO,3,5,N,YU,6121,Transportation Department - Other,1,7,2019,7,b
285,286,1/17/2019,12:44,Thursday,LAWRENCE WEST STATION,MUIR,11,14,S,YU,5906,Injured or ill Customer (On Train) - Medical Aid Refused,1,12,2019,12,c
286,287,1/17/2019,13:19,Thursday,ST GEORGE YUS STATION,MUI,4,7,N,YU,6026,Injured or ill Customer (On Train) - Transported,1,13,2019,13,c
287,288,1/17/2019,13:47,Thursday,UNION STATION,TUS,6,10,N,YU,5516,Crew Unable to Maintain Schedule,1,13,2019,13,c
290,291,1/17/2019,17:46,Thursday,LAWRENCE WEST STATION,MUATC,3,5,S,YU,6036,ATC Project,1,17,2019,17,d
292,293,1/17/2019,20:14,Thursday,ST PATRICK STATION,TUSC,3,7,S,YU,5816,Operator Overspeeding,1,20,2019,20,e
294,295,1/17/2019,20:53,Thursday,EGLINTON STATION,MUTO,3,8,S,YU,5701,Misc. Transportation Other - Employee Non-Chargeable,1,20,2019,20,e
295,296,1/17/2019,22:27,Thursday,ST CLAIR STATION,TUOS,4,9,S,YU,5731,Operator Overshot Platform,1,22,2019,22,e
297,298,1/18/2019,0:23,Friday,HIGHWAY 407 STATION,MUI,15,20,N,YU,5771,Injured or ill Customer (On Train) - Transported,1,0,2019,24,e
298,299,1/18/2019,8:08,Friday,LAWRENCE WEST STATION,MUSAN,3,5,S,YU,6076,Unsanitary Vehicle,1,8,2019,8,b
300,301,1/18/2019,9:05,Friday,NORTH YORK CTR STATION,TUO,4,6,S,YU,5931,Transportation Department - Other,1,9,2019,9,b
302,303,1/18/2019,12:55,Friday,SUMMERHILL STATION,SUO,3,6,N,YU,5571,Passenger Other,1,12,2019,12,c
303,304,1/18/2019,13:52,Friday,VAUGHAN MC STATION,EUTRD,3,6,S,YU,5891,TR Cab Doors,1,13,2019,13,c
304,305,1/18/2019,15:18,Friday,BLOOR STATION,MUIR,4,7,N,YU,5406,Injured or ill Customer (On Train) - Medical Aid Refused,1,15,2019,15,c
307,308,1/18/2019,16:25,Friday,VAUGHAN MC STATION,MUD,3,5,S,YU,5546,Door Problems - Passenger Related,1,16,2019,16,c
308,309,1/18/2019,16:44,Friday,SHEPPARD WEST STATION,TUNIP,3,5,S,YU,5546,Operator Not In Position,1,16,2019,16,c
311,312,1/18/2019,19:16,Friday,YORKDALE STATION,MUI,13,16,N,YU,5426,Injured or ill Customer (On Train) - Transported,1,19,2019,19,d
313,314,1/18/2019,21:27,Friday,YORK MILLS STATION,SUDP,4,9,S,YU,5551,Disorderly Patron,1,21,2019,21,e
315,316,1/18/2019,22:30,Friday,ST ANDREW STATION,SUO,5,10,N,YU,5656,Passenger Other,1,22,2019,22,e
319,320,1/19/2019,1:55,Saturday,DUPONT STATION,MUATC,4,9,N,YU,6031,ATC Project,1,1,2019,25,e
321,322,1/19/2019,11:58,Saturday,ST GEORGE YUS STATION,EUDO,8,13,N,YU,5896,Door Problems - Faulty Equipment,1,11,2019,11,c
324,325,1/19/2019,17:06,Saturday,QUEEN'S PARK STATION,SUDP,5,8,N,YU,5831,Disorderly Patron,1,17,2019,17,d
327,328,1/19/2019,21:12,Saturday,SHEPPARD WEST STATION,MUSAN,3,6,N,YU,5901,Unsanitary Vehicle,1,21,2019,21,e
330,331,1/19/2019,23:18,Saturday,MUSEUM STATION,SUAP,9,14,N,YU,6061,Assault / Patron Involved,1,23,2019,23,e
334,335,1/20/2019,8:16,Sunday,EGLINTON STATION,MUDD,3,8,N,YU,5681,Door Problems - Debris Related,1,8,2019,8,b
335,336,1/20/2019,9:27,Sunday,OSGOODE STATION,PUSSW,5,10,N,YU,6021,Track Switch Failure - Signal Related Problem,1,9,2019,9,b
337,338,1/20/2019,11:20,Sunday,BLOOR STATION,MUPLB,14,18,N,YU,5556,Fire/Smoke Plan B - Source TTC,1,11,2019,11,c
338,339,1/20/2019,13:03,Sunday,VAUGHAN MC STATION,SUG,4,8,S,YU,5996,Graffiti / Scratchiti,1,13,2019,13,c
339,340,1/20/2019,13:29,Sunday,EGLINTON STATION,PUSIS,4,8,N,YU,5531,Signals Track Weather Related,1,13,2019,13,c
